h3_index,hour,demand,lag_1,predicted_demand
883cf28929fffff,15,1,1.0,1.814417963845606
883cf28929fffff,18,1,1.0,1.7360804898026472
883cf28929fffff,21,1,1.0,1.786375408336386
883cf28929fffff,23,3,1.0,1.6904641836616734
883cf2892bfffff,6,1,1.0,1.8159445080693075
883cf2892dfffff,2,1,1.0,2.0542198499133915
883cf2892dfffff,3,1,1.0,2.1189142862763415
883cf2892dfffff,4,1,1.0,1.8921783467513174
883cf2892dfffff,5,1,1.0,1.8333699196700737
883cf2892dfffff,7,2,1.0,1.5820163008936619
883cf2892dfffff,8,1,2.0,1.7195193050681588
883cf2892dfffff,9,2,1.0,2.05258871986251
883cf2892dfffff,10,1,2.0,2.301854345779299
883cf2892dfffff,12,2,1.0,1.8874760274177234
883cf2892dfffff,15,2,2.0,2.363969144396636
883cf2892dfffff,17,1,2.0,2.102539135797746
883cf2892dfffff,20,2,1.0,1.6904704235561494
883cf2892dfffff,22,2,2.0,2.696833773006008
883cf2892dfffff,23,1,2.0,2.8099842398801376
883cf28961fffff,3,1,1.0,2.1189142862763415
883cf28961fffff,5,1,1.0,1.8333699196700737
883cf28961fffff,8,1,1.0,1.5867511892580282
883cf28961fffff,10,1,1.0,1.620282373002724
883cf28961fffff,11,1,1.0,1.8432641783426655
883cf28961fffff,16,1,1.0,1.4481188156959135
883cf28961fffff,18,1,1.0,1.7360804898026472
883cf28961fffff,19,1,1.0,1.7264651787415692
883cf28961fffff,21,2,1.0,1.786375408336386
883cf28963fffff,4,2,1.0,1.8921783467513174
883cf28963fffff,6,1,2.0,1.8390137418519552
883cf28963fffff,7,1,1.0,1.5820163008936619
883cf28963fffff,9,1,1.0,2.05258871986251
883cf28963fffff,12,1,1.0,1.8874760274177234
883cf28963fffff,18,1,1.0,1.7360804898026472
883cf28965fffff,1,1,1.0,2.016343321639584
883cf28965fffff,2,2,1.0,2.0542198499133915
883cf28965fffff,3,2,2.0,2.3321357362291413
883cf28965fffff,4,2,2.0,1.8395001227274532
883cf28965fffff,6,2,2.0,1.8390137418519552
883cf28965fffff,7,1,2.0,1.978624782051246
883cf28965fffff,8,1,1.0,1.5867511892580282
883cf28965fffff,9,2,1.0,2.05258871986251
883cf28965fffff,11,2,2.0,1.7768378576427262
883cf28965fffff,12,2,2.0,1.9754841942181303
883cf28965fffff,14,2,2.0,2.5026994130701614
883cf28965fffff,15,1,2.0,2.363969144396636
883cf28965fffff,16,1,1.0,1.4481188156959135
883cf28965fffff,17,1,1.0,1.5588887133550895
883cf28965fffff,18,1,1.0,1.7360804898026472
883cf28965fffff,19,1,1.0,1.7264651787415692
883cf28965fffff,20,5,1.0,1.6904704235561494
883cf28965fffff,21,1,5.0,4.524123148850412
883cf28965fffff,23,1,1.0,1.6904641836616734
883cf28967fffff,4,1,1.0,1.8921783467513174
883cf28967fffff,7,1,1.0,1.5820163008936619
883cf28967fffff,9,1,1.0,2.05258871986251
883cf28967fffff,11,2,1.0,1.8432641783426655
883cf28967fffff,13,1,2.0,2.88013231257894
883cf28967fffff,14,1,1.0,1.3230644458245828
883cf28967fffff,18,1,1.0,1.7360804898026472
883cf28967fffff,20,1,1.0,1.6904704235561494
883cf28967fffff,22,2,1.0,1.6392652193104187
883cf28969fffff,14,1,1.0,1.3230644458245828
883cf28969fffff,15,1,1.0,1.814417963845606
883cf28969fffff,23,1,1.0,1.6904641836616734
883cf2896bfffff,13,1,1.0,1.6011936831996763
883cf2896bfffff,14,1,1.0,1.3230644458245828
883cf2896bfffff,20,1,1.0,1.6904704235561494
883cf2896dfffff,5,1,1.0,1.8333699196700737
883cf2896dfffff,7,1,1.0,1.5820163008936619
883cf2896dfffff,9,1,1.0,2.05258871986251
883cf2896dfffff,10,2,1.0,1.620282373002724
883cf2896dfffff,14,1,2.0,2.5026994130701614
883cf2896dfffff,16,1,1.0,1.4481188156959135
883cf2896dfffff,19,1,1.0,1.7264651787415692
883cf2896dfffff,20,1,1.0,1.6904704235561494
883cf2c441fffff,6,1,2.0,1.8390137418519552
883cf2c441fffff,7,1,1.0,1.5820163008936619
883cf2c441fffff,14,1,1.0,1.3230644458245828
883cf2c441fffff,19,1,1.0,1.7264651787415692
883cf2c441fffff,20,2,1.0,1.6904704235561494
883cf2c441fffff,21,1,2.0,2.4207298880569628
883cf2c443fffff,8,1,1.0,1.5867511892580282
883cf2c443fffff,17,2,1.0,1.5588887133550895
883cf2c443fffff,18,1,2.0,1.5402494213401914
883cf2c449fffff,3,1,1.0,2.1189142862763415
883cf2c449fffff,6,3,1.0,1.8159445080693075
883cf2c449fffff,7,2,3.0,2.973869987150306
883cf2c449fffff,8,1,2.0,1.7195193050681588
883cf2c449fffff,10,2,1.0,1.620282373002724
883cf2c449fffff,11,1,2.0,1.7768378576427262
883cf2c449fffff,12,2,1.0,1.8874760274177234
883cf2c449fffff,15,2,2.0,2.363969144396636
883cf2c449fffff,16,1,2.0,2.4980290227074256
883cf2c449fffff,19,3,1.0,1.7264651787415692
883cf2c449fffff,21,1,3.0,2.035487005305199
883cf2c449fffff,22,1,1.0,1.6392652193104187
883cf2c449fffff,23,1,1.0,1.6904641836616734
883cf2c44bfffff,3,1,1.0,2.1189142862763415
883cf2c44bfffff,4,1,1.0,1.8921783467513174
883cf2c44bfffff,5,3,1.0,1.8333699196700737
883cf2c44bfffff,7,1,3.0,2.973869987150306
883cf2c44bfffff,14,1,1.0,1.3230644458245828
883cf2c44bfffff,18,1,1.0,1.7360804898026472
883cf2c44bfffff,23,2,1.0,1.6904641836616734
883cf2c44dfffff,10,1,2.0,2.301854345779299
883cf2c44dfffff,15,3,1.0,1.814417963845606
883cf2c44dfffff,20,2,3.0,3.0922734711491295
883cf2c451fffff,19,1,1.0,1.7264651787415692
883cf2c459fffff,11,1,1.0,1.8432641783426655
883cf2c459fffff,17,1,1.0,1.5588887133550895
883cf2c459fffff,18,1,1.0,1.7360804898026472
883cf2c459fffff,19,1,1.0,1.7264651787415692
883cf2c45bfffff,7,1,1.0,1.5820163008936619
883cf2c45bfffff,9,1,1.0,2.05258871986251
883cf2c45dfffff,19,1,1.0,1.7264651787415692
883cf2c45dfffff,22,2,1.0,1.6392652193104187
883cf2c469fffff,19,1,1.0,1.7264651787415692
883cf2c46dfffff,18,1,1.0,1.7360804898026472
883cf2c601fffff,1,10,6.0,6.251026014233446
883cf2c601fffff,2,3,10.0,2.344666666666667
883cf2c601fffff,3,5,3.0,3.1029635559425897
883cf2c601fffff,4,3,5.0,2.261320867857633
883cf2c601fffff,5,7,3.0,3.6767553462286076
883cf2c601fffff,6,6,7.0,4.605676249959145
883cf2c601fffff,7,3,6.0,3.6757156070159183
883cf2c601fffff,8,5,3.0,3.418734485584541
883cf2c601fffff,9,4,5.0,4.805428317198619
883cf2c601fffff,10,4,4.0,4.132272728336836
883cf2c601fffff,11,5,4.0,3.2694865322185875
883cf2c601fffff,12,4,5.0,3.387054742039418
883cf2c601fffff,13,2,4.0,3.177365443900521
883cf2c601fffff,14,2,2.0,2.5026994130701614
883cf2c601fffff,15,5,2.0,2.363969144396636
883cf2c601fffff,16,2,5.0,4.078789831036609
883cf2c601fffff,17,6,2.0,2.102539135797746
883cf2c601fffff,18,6,6.0,4.372709763805216
883cf2c601fffff,19,7,6.0,5.237249920609584
883cf2c601fffff,20,5,7.0,5.372534978199052
883cf2c601fffff,21,8,5.0,4.524123148850412
883cf2c601fffff,22,4,8.0,4.356430200623747
883cf2c601fffff,23,4,4.0,2.3476156394394168
883cf2c603fffff,1,3,1.0,2.016343321639584
883cf2c603fffff,2,1,3.0,3.137495470265734
883cf2c603fffff,3,3,1.0,2.1189142862763415
883cf2c603fffff,4,5,3.0,2.953727740020185
883cf2c603fffff,5,2,5.0,2.4967602813852814
883cf2c603fffff,6,4,2.0,1.8390137418519552
883cf2c603fffff,7,3,4.0,4.47258014359738
883cf2c603fffff,8,6,3.0,3.418734485584541
883cf2c603fffff,9,3,6.0,4.659049099800783
883cf2c603fffff,10,2,3.0,2.08589334508064
883cf2c603fffff,11,4,2.0,1.7768378576427262
883cf2c603fffff,12,2,4.0,3.7900188239088886
883cf2c603fffff,13,5,2.0,2.88013231257894
883cf2c603fffff,14,4,5.0,3.0496925424231396
883cf2c603fffff,15,1,4.0,3.105882634339343
883cf2c603fffff,16,3,1.0,1.4481188156959135
883cf2c603fffff,17,1,3.0,2.487091532684977
883cf2c603fffff,18,3,1.0,1.7360804898026472
883cf2c603fffff,19,5,3.0,4.001401025862515
883cf2c603fffff,20,1,5.0,3.782006356724409
883cf2c603fffff,21,4,1.0,1.786375408336386
883cf2c603fffff,22,4,4.0,3.234542041553192
883cf2c603fffff,23,1,4.0,2.3476156394394168
883cf2c605fffff,1,7,5.0,4.212492063492063
883cf2c605fffff,2,3,7.0,4.203344917552347
883cf2c605fffff,3,5,3.0,3.1029635559425897
883cf2c605fffff,4,3,5.0,2.261320867857633
883cf2c605fffff,5,4,3.0,3.6767553462286076
883cf2c605fffff,6,7,4.0,3.9566167262957244
883cf2c605fffff,7,6,7.0,4.8789803515592975
883cf2c605fffff,8,4,6.0,4.305234411565041
883cf2c605fffff,9,10,4.0,4.061840798149469
883cf2c605fffff,10,1,10.0,2.7586666666666666
883cf2c605fffff,11,4,1.0,1.8432641783426655
883cf2c605fffff,12,8,4.0,3.7900188239088886
883cf2c605fffff,13,5,8.0,6.081400773174246
883cf2c605fffff,14,2,5.0,3.0496925424231396
883cf2c605fffff,15,5,2.0,2.363969144396636
883cf2c605fffff,16,7,5.0,4.078789831036609
883cf2c605fffff,17,7,7.0,6.008252952152813
883cf2c605fffff,18,5,7.0,4.920347191247054
883cf2c605fffff,19,8,5.0,2.960711976324554
883cf2c605fffff,20,4,8.0,3.724628446821994
883cf2c605fffff,21,2,4.0,3.505188734076357
883cf2c605fffff,22,3,2.0,2.696833773006008
883cf2c605fffff,23,3,3.0,2.335180769851905
883cf2c607fffff,1,4,3.0,3.395641414420886
883cf2c607fffff,2,5,4.0,3.8992713050451435
883cf2c607fffff,3,4,5.0,2.7541495302083523
883cf2c607fffff,4,2,4.0,3.7803419821700426
883cf2c607fffff,5,4,2.0,2.9324598063707255
883cf2c607fffff,6,3,4.0,3.9566167262957244
883cf2c607fffff,7,3,3.0,2.973869987150306
883cf2c607fffff,8,4,3.0,3.418734485584541
883cf2c607fffff,9,2,4.0,4.061840798149469
883cf2c607fffff,10,3,2.0,2.301854345779299
883cf2c607fffff,11,4,3.0,2.6305722336407706
883cf2c607fffff,12,2,4.0,3.7900188239088886
883cf2c607fffff,13,3,2.0,2.88013231257894
883cf2c607fffff,14,3,3.0,2.551157505163856
883cf2c607fffff,15,3,3.0,3.2727864769650465
883cf2c607fffff,16,3,3.0,2.9783856011875995
883cf2c607fffff,17,3,3.0,2.487091532684977
883cf2c607fffff,18,2,3.0,3.1996808067916374
883cf2c607fffff,19,4,2.0,2.271181701606943
883cf2c607fffff,20,4,4.0,4.0920772349090075
883cf2c607fffff,21,4,4.0,3.505188734076357
883cf2c607fffff,22,7,4.0,3.234542041553192
883cf2c607fffff,23,5,7.0,3.202218253968254
883cf2c609fffff,1,3,5.0,4.212492063492063
883cf2c609fffff,2,7,3.0,3.137495470265734
883cf2c609fffff,3,5,7.0,4.6363546784742615
883cf2c609fffff,4,3,5.0,2.261320867857633
883cf2c609fffff,5,9,3.0,3.6767553462286076
883cf2c609fffff,6,5,9.0,4.40677557362658
883cf2c609fffff,7,6,5.0,3.5133543751041514
883cf2c609fffff,8,7,6.0,4.305234411565041
883cf2c609fffff,9,2,7.0,4.211673984419088
883cf2c609fffff,10,7,2.0,2.301854345779299
883cf2c609fffff,11,7,7.0,5.062571123011341
883cf2c609fffff,12,3,7.0,4.211950871041089
883cf2c609fffff,13,6,3.0,2.837385066937705
883cf2c609fffff,14,5,6.0,7.170359714240282
883cf2c609fffff,15,7,5.0,3.0242707163636315
883cf2c609fffff,17,8,7.0,6.008252952152813
883cf2c609fffff,18,4,8.0,3.755168897582106
883cf2c609fffff,19,3,4.0,2.791921121105076
883cf2c609fffff,20,4,3.0,3.0922734711491295
883cf2c609fffff,21,5,4.0,3.505188734076357
883cf2c609fffff,22,7,5.0,5.4743006379585335
883cf2c609fffff,23,4,7.0,3.202218253968254
883cf2c60bfffff,1,2,2.0,2.711581784228843
883cf2c60bfffff,2,4,2.0,2.587526803648856
883cf2c60bfffff,3,4,4.0,3.746442361666709
883cf2c60bfffff,4,3,4.0,3.7803419821700426
883cf2c60bfffff,5,1,3.0,3.6767553462286076
883cf2c60bfffff,6,5,1.0,1.8159445080693075
883cf2c60bfffff,7,5,5.0,3.5133543751041514
883cf2c60bfffff,9,7,5.0,4.805428317198619
883cf2c60bfffff,10,3,7.0,5.634566868581709
883cf2c60bfffff,11,3,3.0,2.6305722336407706
883cf2c60bfffff,12,6,3.0,3.66002592159274
883cf2c60bfffff,13,4,6.0,5.999833296213865
883cf2c60bfffff,14,4,4.0,3.166743200726475
883cf2c60bfffff,15,7,4.0,3.105882634339343
883cf2c60bfffff,16,5,7.0,5.468139948054516
883cf2c60bfffff,17,3,5.0,3.2128837471779383
883cf2c60bfffff,18,2,3.0,3.1996808067916374
883cf2c60bfffff,19,4,2.0,2.271181701606943
883cf2c60bfffff,20,4,4.0,4.0920772349090075
883cf2c60bfffff,21,6,4.0,3.505188734076357
883cf2c60bfffff,22,4,6.0,4.25073228492999
883cf2c60bfffff,23,4,4.0,2.3476156394394168
883cf2c60dfffff,1,4,6.0,6.251026014233446
883cf2c60dfffff,2,7,4.0,3.8992713050451435
883cf2c60dfffff,3,4,7.0,4.6363546784742615
883cf2c60dfffff,4,6,4.0,3.7803419821700426
883cf2c60dfffff,5,5,6.0,2.930311545179967
883cf2c60dfffff,6,4,5.0,3.5379837685864857
883cf2c60dfffff,7,5,4.0,4.47258014359738
883cf2c60dfffff,8,4,5.0,4.444914151454803
883cf2c60dfffff,9,5,4.0,4.061840798149469
883cf2c60dfffff,10,5,5.0,3.875461769585014
883cf2c60dfffff,11,3,5.0,6.019775847738504
883cf2c60dfffff,12,5,3.0,3.66002592159274
883cf2c60dfffff,13,4,5.0,3.7271640971154367
883cf2c60dfffff,14,6,4.0,3.166743200726475
883cf2c60dfffff,15,5,6.0,6.153156416865613
883cf2c60dfffff,16,6,5.0,4.078789831036609
883cf2c60dfffff,17,7,6.0,4.2438286645123515
883cf2c60dfffff,18,6,7.0,4.920347191247054
883cf2c60dfffff,19,5,6.0,5.237249920609584
883cf2c60dfffff,20,5,5.0,3.782006356724409
883cf2c60dfffff,21,7,5.0,4.524123148850412
883cf2c60dfffff,22,6,7.0,5.7539799735159125
883cf2c60dfffff,23,3,6.0,3.0974722222222226
883cf2c611fffff,2,2,3.0,3.137495470265734
883cf2c611fffff,3,2,2.0,2.3321357362291413
883cf2c611fffff,4,1,2.0,1.8395001227274532
883cf2c611fffff,5,1,1.0,1.8333699196700737
883cf2c611fffff,7,2,1.0,1.5820163008936619
883cf2c611fffff,8,1,2.0,1.7195193050681588
883cf2c611fffff,9,1,1.0,2.05258871986251
883cf2c611fffff,11,1,1.0,1.8432641783426655
883cf2c611fffff,13,1,1.0,1.6011936831996763
883cf2c611fffff,14,2,1.0,1.3230644458245828
883cf2c611fffff,15,2,2.0,2.363969144396636
883cf2c611fffff,16,2,2.0,2.4980290227074256
883cf2c611fffff,17,1,2.0,2.102539135797746
883cf2c611fffff,19,1,1.0,1.7264651787415692
883cf2c611fffff,20,2,1.0,1.6904704235561494
883cf2c611fffff,21,1,2.0,2.4207298880569628
883cf2c613fffff,6,2,1.0,1.8159445080693075
883cf2c613fffff,11,1,2.0,1.7768378576427262
883cf2c613fffff,12,1,1.0,1.8874760274177234
883cf2c613fffff,16,2,1.0,1.4481188156959135
883cf2c613fffff,18,2,2.0,1.5402494213401914
883cf2c613fffff,21,1,2.0,2.4207298880569628
883cf2c613fffff,22,1,1.0,1.6392652193104187
883cf2c613fffff,23,1,1.0,1.6904641836616734
883cf2c615fffff,1,1,1.0,2.016343321639584
883cf2c615fffff,2,1,1.0,2.0542198499133915
883cf2c615fffff,3,1,1.0,2.1189142862763415
883cf2c615fffff,4,4,1.0,1.8921783467513174
883cf2c615fffff,5,1,4.0,2.5671681575856145
883cf2c615fffff,6,2,1.0,1.8159445080693075
883cf2c615fffff,8,2,2.0,1.7195193050681588
883cf2c615fffff,9,2,2.0,1.9829284584696945
883cf2c615fffff,10,3,2.0,2.301854345779299
883cf2c615fffff,11,4,3.0,2.6305722336407706
883cf2c615fffff,12,2,4.0,3.7900188239088886
883cf2c615fffff,14,5,2.0,2.5026994130701614
883cf2c615fffff,15,3,5.0,3.0242707163636315
883cf2c615fffff,16,1,3.0,2.9783856011875995
883cf2c615fffff,17,2,1.0,1.5588887133550895
883cf2c615fffff,18,3,2.0,1.5402494213401914
883cf2c615fffff,19,1,3.0,4.001401025862515
883cf2c615fffff,20,1,1.0,1.6904704235561494
883cf2c615fffff,21,2,1.0,1.786375408336386
883cf2c615fffff,22,2,2.0,2.696833773006008
883cf2c615fffff,23,1,2.0,2.8099842398801376
883cf2c617fffff,2,2,1.0,2.0542198499133915
883cf2c617fffff,3,1,2.0,2.3321357362291413
883cf2c617fffff,4,1,1.0,1.8921783467513174
883cf2c617fffff,5,1,1.0,1.8333699196700737
883cf2c617fffff,8,2,1.0,1.5867511892580282
883cf2c617fffff,9,1,2.0,1.9829284584696945
883cf2c617fffff,10,2,1.0,1.620282373002724
883cf2c617fffff,11,1,2.0,1.7768378576427262
883cf2c617fffff,13,1,1.0,1.6011936831996763
883cf2c617fffff,14,1,1.0,1.3230644458245828
883cf2c617fffff,16,1,1.0,1.4481188156959135
883cf2c617fffff,18,2,1.0,1.7360804898026472
883cf2c617fffff,19,1,2.0,2.271181701606943
883cf2c617fffff,23,2,1.0,1.6904641836616734
883cf2c619fffff,3,4,3.0,3.1029635559425897
883cf2c619fffff,4,4,4.0,3.7803419821700426
883cf2c619fffff,6,1,4.0,3.9566167262957244
883cf2c619fffff,7,1,1.0,1.5820163008936619
883cf2c619fffff,8,2,1.0,1.5867511892580282
883cf2c619fffff,9,4,2.0,1.9829284584696945
883cf2c619fffff,11,4,4.0,3.2694865322185875
883cf2c619fffff,13,3,4.0,3.177365443900521
883cf2c619fffff,14,1,3.0,2.551157505163856
883cf2c619fffff,15,1,1.0,1.814417963845606
883cf2c619fffff,16,2,1.0,1.4481188156959135
883cf2c619fffff,18,1,2.0,1.5402494213401914
883cf2c619fffff,19,1,1.0,1.7264651787415692
883cf2c619fffff,21,3,1.0,1.786375408336386
883cf2c619fffff,22,2,3.0,2.430439659811444
883cf2c619fffff,23,2,2.0,2.8099842398801376
883cf2c61bfffff,3,2,1.0,2.1189142862763415
883cf2c61bfffff,4,2,2.0,1.8395001227274532
883cf2c61bfffff,6,1,2.0,1.8390137418519552
883cf2c61bfffff,7,1,1.0,1.5820163008936619
883cf2c61bfffff,8,2,1.0,1.5867511892580282
883cf2c61bfffff,9,5,2.0,1.9829284584696945
883cf2c61bfffff,10,1,5.0,3.875461769585014
883cf2c61bfffff,12,3,1.0,1.8874760274177234
883cf2c61bfffff,13,2,3.0,2.837385066937705
883cf2c61bfffff,14,2,2.0,2.5026994130701614
883cf2c61bfffff,16,1,2.0,2.4980290227074256
883cf2c61bfffff,17,1,1.0,1.5588887133550895
883cf2c61bfffff,18,1,1.0,1.7360804898026472
883cf2c61bfffff,22,1,1.0,1.6392652193104187
883cf2c61bfffff,23,1,1.0,1.6904641836616734
883cf2c61dfffff,1,4,1.0,2.016343321639584
883cf2c61dfffff,2,6,4.0,3.8992713050451435
883cf2c61dfffff,3,1,6.0,3.6159426809001114
883cf2c61dfffff,4,2,1.0,1.8921783467513174
883cf2c61dfffff,5,8,2.0,2.9324598063707255
883cf2c61dfffff,6,3,8.0,3.6623463230920668
883cf2c61dfffff,7,7,3.0,2.973869987150306
883cf2c61dfffff,8,3,7.0,4.899941547265597
883cf2c61dfffff,9,5,3.0,2.643056563503087
883cf2c61dfffff,10,2,5.0,3.875461769585014
883cf2c61dfffff,11,2,2.0,1.7768378576427262
883cf2c61dfffff,12,3,2.0,1.9754841942181303
883cf2c61dfffff,13,3,3.0,2.837385066937705
883cf2c61dfffff,14,5,3.0,2.551157505163856
883cf2c61dfffff,15,1,5.0,3.0242707163636315
883cf2c61dfffff,16,2,1.0,1.4481188156959135
883cf2c61dfffff,17,1,2.0,2.102539135797746
883cf2c61dfffff,18,2,1.0,1.7360804898026472
883cf2c61dfffff,19,1,2.0,2.271181701606943
883cf2c61dfffff,20,1,1.0,1.6904704235561494
883cf2c61dfffff,21,1,1.0,1.786375408336386
883cf2c61dfffff,22,1,1.0,1.6392652193104187
883cf2c61dfffff,23,2,1.0,1.6904641836616734
883cf2c621fffff,2,1,1.0,2.0542198499133915
883cf2c621fffff,3,7,1.0,2.1189142862763415
883cf2c621fffff,5,3,7.0,3.278791558072131
883cf2c621fffff,6,3,3.0,2.8355322750364125
883cf2c621fffff,7,2,3.0,2.973869987150306
883cf2c621fffff,8,1,2.0,1.7195193050681588
883cf2c621fffff,9,1,1.0,2.05258871986251
883cf2c621fffff,10,4,1.0,1.620282373002724
883cf2c621fffff,11,1,4.0,3.2694865322185875
883cf2c621fffff,14,2,1.0,1.3230644458245828
883cf2c621fffff,16,3,2.0,2.4980290227074256
883cf2c621fffff,17,2,3.0,2.487091532684977
883cf2c621fffff,18,3,2.0,1.5402494213401914
883cf2c621fffff,19,2,3.0,4.001401025862515
883cf2c621fffff,20,2,2.0,2.092369958426831
883cf2c621fffff,21,2,2.0,2.4207298880569628
883cf2c621fffff,22,4,2.0,2.696833773006008
883cf2c621fffff,23,1,4.0,2.3476156394394168
883cf2c623fffff,1,1,4.0,4.050629364426424
883cf2c623fffff,2,5,1.0,2.0542198499133915
883cf2c623fffff,4,1,5.0,2.261320867857633
883cf2c623fffff,5,1,1.0,1.8333699196700737
883cf2c623fffff,6,2,1.0,1.8159445080693075
883cf2c623fffff,7,2,2.0,1.978624782051246
883cf2c623fffff,8,1,2.0,1.7195193050681588
883cf2c623fffff,9,1,1.0,2.05258871986251
883cf2c623fffff,11,2,1.0,1.8432641783426655
883cf2c623fffff,12,1,2.0,1.9754841942181303
883cf2c623fffff,15,4,1.0,1.814417963845606
883cf2c623fffff,16,2,4.0,3.2881595227559357
883cf2c623fffff,17,1,2.0,2.102539135797746
883cf2c623fffff,18,2,1.0,1.7360804898026472
883cf2c623fffff,19,2,2.0,2.271181701606943
883cf2c623fffff,20,3,2.0,2.092369958426831
883cf2c623fffff,22,2,3.0,2.430439659811444
883cf2c625fffff,2,2,1.0,2.0542198499133915
883cf2c625fffff,3,1,2.0,2.3321357362291413
883cf2c625fffff,4,2,1.0,1.8921783467513174
883cf2c625fffff,6,1,2.0,1.8390137418519552
883cf2c625fffff,8,1,1.0,1.5867511892580282
883cf2c625fffff,9,1,1.0,2.05258871986251
883cf2c625fffff,11,1,1.0,1.8432641783426655
883cf2c625fffff,12,1,1.0,1.8874760274177234
883cf2c625fffff,14,1,1.0,1.3230644458245828
883cf2c625fffff,15,4,1.0,1.814417963845606
883cf2c625fffff,16,2,4.0,3.2881595227559357
883cf2c625fffff,17,2,2.0,2.102539135797746
883cf2c625fffff,19,1,2.0,2.271181701606943
883cf2c625fffff,20,1,1.0,1.6904704235561494
883cf2c625fffff,22,1,1.0,1.6392652193104187
883cf2c627fffff,1,1,1.0,2.016343321639584
883cf2c627fffff,2,3,1.0,2.0542198499133915
883cf2c627fffff,3,1,3.0,3.1029635559425897
883cf2c627fffff,5,2,1.0,1.8333699196700737
883cf2c627fffff,6,2,2.0,1.8390137418519552
883cf2c627fffff,7,3,2.0,1.978624782051246
883cf2c627fffff,9,1,3.0,2.643056563503087
883cf2c627fffff,11,2,1.0,1.8432641783426655
883cf2c627fffff,12,1,2.0,1.9754841942181303
883cf2c627fffff,13,2,1.0,1.6011936831996763
883cf2c627fffff,14,3,2.0,2.5026994130701614
883cf2c627fffff,15,1,3.0,3.2727864769650465
883cf2c627fffff,17,5,1.0,1.5588887133550895
883cf2c627fffff,18,2,5.0,3.3627327549436217
883cf2c627fffff,19,2,2.0,2.271181701606943
883cf2c627fffff,20,1,2.0,2.092369958426831
883cf2c627fffff,22,1,1.0,1.6392652193104187
883cf2c629fffff,1,3,3.0,3.395641414420886
883cf2c629fffff,2,4,3.0,3.137495470265734
883cf2c629fffff,3,4,4.0,3.746442361666709
883cf2c629fffff,4,1,4.0,3.7803419821700426
883cf2c629fffff,6,6,1.0,1.8159445080693075
883cf2c629fffff,7,1,6.0,3.6757156070159183
883cf2c629fffff,8,5,1.0,1.5867511892580282
883cf2c629fffff,9,5,5.0,4.805428317198619
883cf2c629fffff,10,4,5.0,3.875461769585014
883cf2c629fffff,11,5,4.0,3.2694865322185875
883cf2c629fffff,12,2,5.0,3.387054742039418
883cf2c629fffff,13,2,2.0,2.88013231257894
883cf2c629fffff,14,3,2.0,2.5026994130701614
883cf2c629fffff,16,4,3.0,2.9783856011875995
883cf2c629fffff,17,3,4.0,3.444753985341286
883cf2c629fffff,18,5,3.0,3.1996808067916374
883cf2c629fffff,19,3,5.0,2.960711976324554
883cf2c629fffff,20,3,3.0,3.0922734711491295
883cf2c629fffff,21,3,3.0,2.035487005305199
883cf2c629fffff,22,3,3.0,2.430439659811444
883cf2c629fffff,23,3,3.0,2.335180769851905
883cf2c62bfffff,3,2,2.0,2.3321357362291413
883cf2c62bfffff,4,2,2.0,1.8395001227274532
883cf2c62bfffff,5,4,2.0,2.9324598063707255
883cf2c62bfffff,6,5,4.0,3.9566167262957244
883cf2c62bfffff,7,2,5.0,3.5133543751041514
883cf2c62bfffff,8,1,2.0,1.7195193050681588
