h3_index,hour,demand,lag_1,predicted_demand
883cf2c62bfffff,9,6,1.0,2.05258871986251
883cf2c62bfffff,10,3,6.0,3.955931436762067
883cf2c62bfffff,11,6,3.0,2.6305722336407706
883cf2c62bfffff,12,2,6.0,3.4312822419147966
883cf2c62bfffff,13,3,2.0,2.88013231257894
883cf2c62bfffff,14,3,3.0,2.551157505163856
883cf2c62bfffff,15,3,3.0,3.2727864769650465
883cf2c62bfffff,16,4,3.0,2.9783856011875995
883cf2c62bfffff,17,4,4.0,3.444753985341286
883cf2c62bfffff,18,7,4.0,2.8089884390415976
883cf2c62bfffff,19,5,7.0,5.413471028260102
883cf2c62bfffff,20,8,5.0,3.782006356724409
883cf2c62bfffff,21,3,8.0,3.7343695945631428
883cf2c62bfffff,22,1,3.0,2.430439659811444
883cf2c62bfffff,23,6,1.0,1.6904641836616734
883cf2c62dfffff,1,3,3.0,3.395641414420886
883cf2c62dfffff,2,3,3.0,3.137495470265734
883cf2c62dfffff,3,1,3.0,3.1029635559425897
883cf2c62dfffff,6,2,1.0,1.8159445080693075
883cf2c62dfffff,7,1,2.0,1.978624782051246
883cf2c62dfffff,8,1,1.0,1.5867511892580282
883cf2c62dfffff,10,2,1.0,1.620282373002724
883cf2c62dfffff,11,1,2.0,1.7768378576427262
883cf2c62dfffff,12,5,1.0,1.8874760274177234
883cf2c62dfffff,13,4,5.0,3.7271640971154367
883cf2c62dfffff,14,2,4.0,3.166743200726475
883cf2c62dfffff,15,3,2.0,2.363969144396636
883cf2c62dfffff,16,2,3.0,2.9783856011875995
883cf2c62dfffff,17,2,2.0,2.102539135797746
883cf2c62dfffff,19,1,2.0,2.271181701606943
883cf2c62dfffff,20,5,1.0,1.6904704235561494
883cf2c62dfffff,21,3,5.0,4.524123148850412
883cf2c62dfffff,23,2,3.0,2.335180769851905
883cf2c631fffff,1,1,2.0,2.711581784228843
883cf2c631fffff,2,1,1.0,2.0542198499133915
883cf2c631fffff,3,1,1.0,2.1189142862763415
883cf2c631fffff,4,1,1.0,1.8921783467513174
883cf2c631fffff,5,2,1.0,1.8333699196700737
883cf2c631fffff,7,1,2.0,1.978624782051246
883cf2c631fffff,8,2,1.0,1.5867511892580282
883cf2c631fffff,9,1,2.0,1.9829284584696945
883cf2c631fffff,10,2,1.0,1.620282373002724
883cf2c631fffff,12,1,2.0,1.9754841942181303
883cf2c631fffff,13,3,1.0,1.6011936831996763
883cf2c631fffff,14,1,3.0,2.551157505163856
883cf2c631fffff,15,2,1.0,1.814417963845606
883cf2c631fffff,16,1,2.0,2.4980290227074256
883cf2c631fffff,17,1,1.0,1.5588887133550895
883cf2c631fffff,18,1,1.0,1.7360804898026472
883cf2c631fffff,19,4,1.0,1.7264651787415692
883cf2c631fffff,20,3,4.0,4.0920772349090075
883cf2c631fffff,21,1,3.0,2.035487005305199
883cf2c631fffff,22,1,1.0,1.6392652193104187
883cf2c631fffff,23,1,1.0,1.6904641836616734
883cf2c633fffff,12,2,1.0,1.8874760274177234
883cf2c633fffff,13,1,2.0,2.88013231257894
883cf2c633fffff,22,4,1.0,1.6392652193104187
883cf2c635fffff,3,1,2.0,2.3321357362291413
883cf2c635fffff,4,3,1.0,1.8921783467513174
883cf2c635fffff,5,3,3.0,3.6767553462286076
883cf2c635fffff,6,1,3.0,2.8355322750364125
883cf2c635fffff,7,1,1.0,1.5820163008936619
883cf2c635fffff,8,2,1.0,1.5867511892580282
883cf2c635fffff,10,1,2.0,2.301854345779299
883cf2c635fffff,13,1,1.0,1.6011936831996763
883cf2c635fffff,14,2,1.0,1.3230644458245828
883cf2c635fffff,15,2,2.0,2.363969144396636
883cf2c635fffff,16,1,2.0,2.4980290227074256
883cf2c635fffff,18,1,1.0,1.7360804898026472
883cf2c635fffff,20,1,1.0,1.6904704235561494
883cf2c635fffff,21,5,1.0,1.786375408336386
883cf2c635fffff,23,1,5.0,5.395851925851926
883cf2c637fffff,1,1,1.0,2.016343321639584
883cf2c637fffff,2,1,1.0,2.0542198499133915
883cf2c637fffff,4,1,1.0,1.8921783467513174
883cf2c637fffff,5,1,1.0,1.8333699196700737
883cf2c637fffff,6,1,1.0,1.8159445080693075
883cf2c637fffff,9,2,1.0,2.05258871986251
883cf2c637fffff,10,1,2.0,2.301854345779299
883cf2c637fffff,11,1,1.0,1.8432641783426655
883cf2c637fffff,16,1,1.0,1.4481188156959135
883cf2c637fffff,20,2,1.0,1.6904704235561494
883cf2c637fffff,21,1,2.0,2.4207298880569628
883cf2c639fffff,1,4,1.0,2.016343321639584
883cf2c639fffff,2,1,4.0,3.8992713050451435
883cf2c639fffff,3,1,1.0,2.1189142862763415
883cf2c639fffff,4,6,1.0,1.8921783467513174
883cf2c639fffff,5,1,6.0,2.930311545179967
883cf2c639fffff,6,2,1.0,1.8159445080693075
883cf2c639fffff,7,3,2.0,1.978624782051246
883cf2c639fffff,8,4,3.0,3.418734485584541
883cf2c639fffff,9,4,4.0,4.061840798149469
883cf2c639fffff,10,4,4.0,4.132272728336836
883cf2c639fffff,11,2,4.0,3.2694865322185875
883cf2c639fffff,13,4,2.0,2.88013231257894
883cf2c639fffff,14,1,4.0,3.166743200726475
883cf2c639fffff,15,1,1.0,1.814417963845606
883cf2c639fffff,17,3,1.0,1.5588887133550895
883cf2c639fffff,18,4,3.0,3.1996808067916374
883cf2c639fffff,19,1,4.0,2.791921121105076
883cf2c639fffff,20,1,1.0,1.6904704235561494
883cf2c639fffff,22,4,1.0,1.6392652193104187
883cf2c639fffff,23,2,4.0,2.3476156394394168
883cf2c63bfffff,1,1,1.0,2.016343321639584
883cf2c63bfffff,3,2,1.0,2.1189142862763415
883cf2c63bfffff,5,1,2.0,2.9324598063707255
883cf2c63bfffff,6,1,1.0,1.8159445080693075
883cf2c63bfffff,7,1,1.0,1.5820163008936619
883cf2c63bfffff,8,2,1.0,1.5867511892580282
883cf2c63bfffff,9,1,2.0,1.9829284584696945
883cf2c63bfffff,10,2,1.0,1.620282373002724
883cf2c63bfffff,12,1,2.0,1.9754841942181303
883cf2c63bfffff,13,4,1.0,1.6011936831996763
883cf2c63bfffff,14,1,4.0,3.166743200726475
883cf2c63bfffff,16,3,1.0,1.4481188156959135
883cf2c63bfffff,17,4,3.0,2.487091532684977
883cf2c63bfffff,18,1,4.0,2.8089884390415976
883cf2c63bfffff,20,1,1.0,1.6904704235561494
883cf2c63bfffff,21,3,1.0,1.786375408336386
883cf2c63bfffff,23,1,3.0,2.335180769851905
883cf2c63dfffff,1,1,4.0,4.050629364426424
883cf2c63dfffff,2,2,1.0,2.0542198499133915
883cf2c63dfffff,3,5,2.0,2.3321357362291413
883cf2c63dfffff,4,1,5.0,2.261320867857633
883cf2c63dfffff,5,2,1.0,1.8333699196700737
883cf2c63dfffff,6,1,2.0,1.8390137418519552
883cf2c63dfffff,8,1,1.0,1.5867511892580282
883cf2c63dfffff,9,4,1.0,2.05258871986251
883cf2c63dfffff,10,3,4.0,4.132272728336836
883cf2c63dfffff,11,1,3.0,2.6305722336407706
883cf2c63dfffff,12,1,1.0,1.8874760274177234
883cf2c63dfffff,13,2,1.0,1.6011936831996763
883cf2c63dfffff,14,3,2.0,2.5026994130701614
883cf2c63dfffff,15,4,3.0,3.2727864769650465
883cf2c63dfffff,17,1,4.0,3.444753985341286
883cf2c63dfffff,18,6,1.0,1.7360804898026472
883cf2c63dfffff,19,4,6.0,5.237249920609584
883cf2c63dfffff,20,3,4.0,4.0920772349090075
883cf2c63dfffff,22,4,3.0,2.430439659811444
883cf2c63dfffff,23,4,4.0,2.3476156394394168
883cf2c641fffff,1,2,7.0,4.0667933302507615
883cf2c641fffff,2,6,2.0,2.587526803648856
883cf2c641fffff,3,6,6.0,3.6159426809001114
883cf2c641fffff,4,7,6.0,5.195269692296008
883cf2c641fffff,5,3,7.0,3.278791558072131
883cf2c641fffff,6,1,3.0,2.8355322750364125
883cf2c641fffff,7,7,1.0,1.5820163008936619
883cf2c641fffff,8,6,7.0,4.899941547265597
883cf2c641fffff,9,5,6.0,4.659049099800783
883cf2c641fffff,10,6,5.0,3.875461769585014
883cf2c641fffff,11,3,6.0,3.55353443090228
883cf2c641fffff,12,8,3.0,3.66002592159274
883cf2c641fffff,13,8,8.0,6.081400773174246
883cf2c641fffff,14,7,8.0,6.777375423523895
883cf2c641fffff,15,5,7.0,5.936831463550952
883cf2c641fffff,16,4,5.0,4.078789831036609
883cf2c641fffff,17,8,4.0,3.444753985341286
883cf2c641fffff,18,3,8.0,3.755168897582106
883cf2c641fffff,19,9,3.0,4.001401025862515
883cf2c641fffff,20,5,9.0,4.221822336265885
883cf2c641fffff,21,8,5.0,4.524123148850412
883cf2c641fffff,22,5,8.0,4.356430200623747
883cf2c641fffff,23,8,5.0,5.395851925851926
883cf2c643fffff,1,3,10.0,3.131666666666667
883cf2c643fffff,2,5,3.0,3.137495470265734
883cf2c643fffff,3,2,5.0,2.7541495302083523
883cf2c643fffff,4,3,2.0,1.8395001227274532
883cf2c643fffff,5,5,3.0,3.6767553462286076
883cf2c643fffff,6,3,5.0,3.5379837685864857
883cf2c643fffff,7,7,3.0,2.973869987150306
883cf2c643fffff,8,4,7.0,4.899941547265597
883cf2c643fffff,9,2,4.0,4.061840798149469
883cf2c643fffff,10,5,2.0,2.301854345779299
883cf2c643fffff,11,7,5.0,6.019775847738504
883cf2c643fffff,12,3,7.0,4.211950871041089
883cf2c643fffff,13,5,3.0,2.837385066937705
883cf2c643fffff,14,6,5.0,3.0496925424231396
883cf2c643fffff,15,11,6.0,6.153156416865613
883cf2c643fffff,16,6,11.0,6.5
883cf2c643fffff,17,5,6.0,4.2438286645123515
883cf2c643fffff,18,7,5.0,3.3627327549436217
883cf2c643fffff,19,6,7.0,5.413471028260102
883cf2c643fffff,20,7,6.0,4.679658636893299
883cf2c643fffff,21,9,7.0,6.69469967048561
883cf2c643fffff,22,5,9.0,4.151969161662709
883cf2c643fffff,23,3,5.0,5.395851925851926
883cf2c645fffff,1,10,4.0,4.050629364426424
883cf2c645fffff,2,1,10.0,2.344666666666667
883cf2c645fffff,3,3,1.0,2.1189142862763415
883cf2c645fffff,4,6,3.0,2.953727740020185
883cf2c645fffff,5,2,6.0,2.930311545179967
883cf2c645fffff,6,6,2.0,1.8390137418519552
883cf2c645fffff,7,5,6.0,3.6757156070159183
883cf2c645fffff,8,8,5.0,4.444914151454803
883cf2c645fffff,9,6,8.0,4.846065142023094
883cf2c645fffff,10,8,6.0,3.955931436762067
883cf2c645fffff,11,2,8.0,3.3226862023764197
883cf2c645fffff,12,4,2.0,1.9754841942181303
883cf2c645fffff,13,4,4.0,3.177365443900521
883cf2c645fffff,14,4,4.0,3.166743200726475
883cf2c645fffff,15,2,4.0,3.105882634339343
883cf2c645fffff,16,5,2.0,2.4980290227074256
883cf2c645fffff,17,3,5.0,3.2128837471779383
883cf2c645fffff,18,6,3.0,3.1996808067916374
883cf2c645fffff,19,6,6.0,5.237249920609584
883cf2c645fffff,20,2,6.0,4.679658636893299
883cf2c645fffff,21,3,2.0,2.4207298880569628
883cf2c645fffff,22,5,3.0,2.430439659811444
883cf2c645fffff,23,7,5.0,5.395851925851926
883cf2c647fffff,1,8,6.0,6.251026014233446
883cf2c647fffff,2,7,8.0,5.492110769347611
883cf2c647fffff,3,5,7.0,4.6363546784742615
883cf2c647fffff,4,1,5.0,2.261320867857633
883cf2c647fffff,5,9,1.0,1.8333699196700737
883cf2c647fffff,6,4,9.0,4.40677557362658
883cf2c647fffff,7,7,4.0,4.47258014359738
883cf2c647fffff,8,7,7.0,4.899941547265597
883cf2c647fffff,9,4,7.0,4.211673984419088
883cf2c647fffff,10,9,4.0,4.132272728336836
883cf2c647fffff,11,1,9.0,4.069803571428571
883cf2c647fffff,12,5,1.0,1.8874760274177234
883cf2c647fffff,13,6,5.0,3.7271640971154367
883cf2c647fffff,14,10,6.0,7.170359714240282
883cf2c647fffff,15,3,10.0,2.9353809523809526
883cf2c647fffff,16,7,3.0,2.9783856011875995
883cf2c647fffff,17,11,7.0,6.008252952152813
883cf2c647fffff,18,11,11.0,8.692916666666667
883cf2c647fffff,19,5,11.0,6.467777777777778
883cf2c647fffff,20,6,5.0,3.782006356724409
883cf2c647fffff,21,2,6.0,4.211698932661345
883cf2c647fffff,23,6,2.0,2.8099842398801376
883cf2c649fffff,1,5,4.0,4.050629364426424
883cf2c649fffff,2,4,5.0,2.257747210306033
883cf2c649fffff,3,3,4.0,3.746442361666709
883cf2c649fffff,4,2,3.0,2.953727740020185
883cf2c649fffff,5,4,2.0,2.9324598063707255
883cf2c649fffff,7,4,4.0,4.47258014359738
883cf2c649fffff,8,1,4.0,2.0235779927309028
883cf2c649fffff,10,2,1.0,1.620282373002724
883cf2c649fffff,11,1,2.0,1.7768378576427262
883cf2c649fffff,12,6,1.0,1.8874760274177234
883cf2c649fffff,13,5,6.0,5.999833296213865
883cf2c649fffff,14,1,5.0,3.0496925424231396
883cf2c649fffff,15,3,1.0,1.814417963845606
883cf2c649fffff,16,3,3.0,2.9783856011875995
883cf2c649fffff,17,3,3.0,2.487091532684977
883cf2c649fffff,18,2,3.0,3.1996808067916374
883cf2c649fffff,19,2,2.0,2.271181701606943
883cf2c649fffff,20,3,2.0,2.092369958426831
883cf2c649fffff,21,3,3.0,2.035487005305199
883cf2c649fffff,22,5,3.0,2.430439659811444
883cf2c649fffff,23,6,5.0,5.395851925851926
883cf2c64bfffff,1,5,3.0,3.395641414420886
883cf2c64bfffff,2,3,5.0,2.257747210306033
883cf2c64bfffff,3,4,3.0,3.1029635559425897
883cf2c64bfffff,4,3,4.0,3.7803419821700426
883cf2c64bfffff,5,3,3.0,3.6767553462286076
883cf2c64bfffff,6,4,3.0,2.8355322750364125
883cf2c64bfffff,7,4,4.0,4.47258014359738
883cf2c64bfffff,8,1,4.0,2.0235779927309028
883cf2c64bfffff,9,4,1.0,2.05258871986251
883cf2c64bfffff,10,4,4.0,4.132272728336836
883cf2c64bfffff,11,3,4.0,3.2694865322185875
883cf2c64bfffff,12,5,3.0,3.66002592159274
883cf2c64bfffff,13,7,5.0,3.7271640971154367
883cf2c64bfffff,14,9,7.0,7.50530261806848
883cf2c64bfffff,15,3,9.0,3.9778962794795336
883cf2c64bfffff,16,1,3.0,2.9783856011875995
883cf2c64bfffff,17,3,1.0,1.5588887133550895
883cf2c64bfffff,18,2,3.0,3.1996808067916374
883cf2c64bfffff,19,10,2.0,2.271181701606943
883cf2c64bfffff,20,2,10.0,3.105301587301588
883cf2c64bfffff,21,5,2.0,2.4207298880569628
883cf2c64bfffff,22,5,5.0,5.4743006379585335
883cf2c64bfffff,23,5,5.0,5.395851925851926
883cf2c64dfffff,1,5,3.0,3.395641414420886
883cf2c64dfffff,2,1,5.0,2.257747210306033
883cf2c64dfffff,3,3,1.0,2.1189142862763415
883cf2c64dfffff,4,3,3.0,2.953727740020185
883cf2c64dfffff,5,4,3.0,3.6767553462286076
883cf2c64dfffff,6,3,4.0,3.9566167262957244
883cf2c64dfffff,7,1,3.0,2.973869987150306
883cf2c64dfffff,8,4,1.0,1.5867511892580282
883cf2c64dfffff,9,2,4.0,4.061840798149469
883cf2c64dfffff,10,3,2.0,2.301854345779299
883cf2c64dfffff,11,4,3.0,2.6305722336407706
883cf2c64dfffff,12,5,4.0,3.7900188239088886
883cf2c64dfffff,13,2,5.0,3.7271640971154367
883cf2c64dfffff,14,4,2.0,2.5026994130701614
883cf2c64dfffff,15,4,4.0,3.105882634339343
883cf2c64dfffff,16,3,4.0,3.2881595227559357
883cf2c64dfffff,17,1,3.0,2.487091532684977
883cf2c64dfffff,18,4,1.0,1.7360804898026472
883cf2c64dfffff,19,6,4.0,2.791921121105076
883cf2c64dfffff,20,5,6.0,4.679658636893299
883cf2c64dfffff,21,2,5.0,4.524123148850412
883cf2c64dfffff,22,2,2.0,2.696833773006008
883cf2c64dfffff,23,4,2.0,2.8099842398801376
883cf2c651fffff,1,5,7.0,4.0667933302507615
883cf2c651fffff,2,1,5.0,2.257747210306033
883cf2c651fffff,3,5,1.0,2.1189142862763415
883cf2c651fffff,4,3,5.0,2.261320867857633
883cf2c651fffff,5,2,3.0,3.6767553462286076
883cf2c651fffff,6,1,2.0,1.8390137418519552
883cf2c651fffff,7,2,1.0,1.5820163008936619
883cf2c651fffff,8,2,2.0,1.7195193050681588
883cf2c651fffff,9,3,2.0,1.9829284584696945
883cf2c651fffff,10,3,3.0,2.08589334508064
883cf2c651fffff,11,4,3.0,2.6305722336407706
883cf2c651fffff,12,2,4.0,3.7900188239088886
883cf2c651fffff,13,5,2.0,2.88013231257894
883cf2c651fffff,14,2,5.0,3.0496925424231396
883cf2c651fffff,15,4,2.0,2.363969144396636
883cf2c651fffff,17,1,4.0,3.444753985341286
883cf2c651fffff,19,2,1.0,1.7264651787415692
883cf2c651fffff,20,1,2.0,2.092369958426831
883cf2c651fffff,21,4,1.0,1.786375408336386
883cf2c651fffff,22,5,4.0,3.234542041553192
883cf2c653fffff,1,3,2.0,2.711581784228843
883cf2c653fffff,2,3,3.0,3.137495470265734
883cf2c653fffff,3,5,3.0,3.1029635559425897
883cf2c653fffff,4,1,5.0,2.261320867857633
883cf2c653fffff,8,2,1.0,1.5867511892580282
883cf2c653fffff,10,1,2.0,2.301854345779299
883cf2c653fffff,11,2,1.0,1.8432641783426655
883cf2c653fffff,12,1,2.0,1.9754841942181303
883cf2c653fffff,13,2,1.0,1.6011936831996763
883cf2c653fffff,14,2,2.0,2.5026994130701614
883cf2c653fffff,15,2,2.0,2.363969144396636
883cf2c653fffff,17,2,2.0,2.102539135797746
883cf2c653fffff,18,1,2.0,1.5402494213401914
883cf2c653fffff,19,3,1.0,1.7264651787415692
883cf2c653fffff,20,1,3.0,3.0922734711491295
883cf2c653fffff,21,3,1.0,1.786375408336386
883cf2c653fffff,22,1,3.0,2.430439659811444
883cf2c653fffff,23,1,1.0,1.6904641836616734
883cf2c655fffff,1,6,4.0,4.050629364426424
883cf2c655fffff,2,8,6.0,5.15816309937053
883cf2c655fffff,3,3,8.0,3.979724331439114
883cf2c655fffff,4,7,3.0,2.953727740020185
883cf2c655fffff,5,3,7.0,3.278791558072131
883cf2c655fffff,6,5,3.0,2.8355322750364125
883cf2c655fffff,7,2,5.0,3.5133543751041514
883cf2c655fffff,8,1,2.0,1.7195193050681588
883cf2c655fffff,9,9,1.0,2.05258871986251
883cf2c655fffff,10,9,9.0,6.8388035714285715
883cf2c655fffff,11,6,9.0,4.069803571428571
883cf2c655fffff,12,4,6.0,3.4312822419147966
883cf2c655fffff,13,5,4.0,3.177365443900521
883cf2c655fffff,14,3,5.0,3.0496925424231396
883cf2c655fffff,15,6,3.0,3.2727864769650465
883cf2c655fffff,16,6,6.0,4.504909202982594
883cf2c655fffff,17,1,6.0,4.2438286645123515
883cf2c655fffff,18,5,1.0,1.7360804898026472
883cf2c655fffff,19,2,5.0,2.960711976324554
883cf2c655fffff,20,2,2.0,2.092369958426831
883cf2c655fffff,21,9,2.0,2.4207298880569628
883cf2c655fffff,22,3,9.0,4.151969161662709
883cf2c655fffff,23,5,3.0,2.335180769851905
883cf2c657fffff,1,4,6.0,6.251026014233446
883cf2c657fffff,2,2,4.0,3.8992713050451435
883cf2c657fffff,3,1,2.0,2.3321357362291413
883cf2c657fffff,4,2,1.0,1.8921783467513174
883cf2c657fffff,5,1,2.0,2.9324598063707255
883cf2c657fffff,6,2,1.0,1.8159445080693075
883cf2c657fffff,7,6,2.0,1.978624782051246
883cf2c657fffff,8,1,6.0,4.305234411565041
883cf2c657fffff,9,3,1.0,2.05258871986251
883cf2c657fffff,10,2,3.0,2.08589334508064
883cf2c657fffff,11,3,2.0,1.7768378576427262
883cf2c657fffff,12,3,3.0,3.66002592159274
883cf2c657fffff,13,1,3.0,2.837385066937705
883cf2c657fffff,14,5,1.0,1.3230644458245828
883cf2c657fffff,15,2,5.0,3.0242707163636315
883cf2c657fffff,16,5,2.0,2.4980290227074256
883cf2c657fffff,17,1,5.0,3.2128837471779383
883cf2c657fffff,18,3,1.0,1.7360804898026472
883cf2c657fffff,19,3,3.0,4.001401025862515
883cf2c657fffff,20,4,3.0,3.0922734711491295
883cf2c657fffff,21,2,4.0,3.505188734076357
883cf2c657fffff,22,7,2.0,2.696833773006008
883cf2c657fffff,23,1,7.0,3.202218253968254
883cf2c659fffff,1,1,1.0,2.016343321639584
883cf2c659fffff,2,2,1.0,2.0542198499133915
883cf2c659fffff,3,3,2.0,2.3321357362291413
883cf2c659fffff,4,1,3.0,2.953727740020185
883cf2c659fffff,5,2,1.0,1.8333699196700737
883cf2c659fffff,6,2,2.0,1.8390137418519552
883cf2c659fffff,7,3,2.0,1.978624782051246
883cf2c659fffff,8,2,3.0,3.418734485584541
883cf2c659fffff,9,1,2.0,1.9829284584696945
883cf2c659fffff,11,3,1.0,1.8432641783426655
883cf2c659fffff,12,3,3.0,3.66002592159274
883cf2c659fffff,13,3,3.0,2.837385066937705
883cf2c659fffff,15,1,3.0,3.2727864769650465
883cf2c659fffff,16,1,1.0,1.4481188156959135
883cf2c659fffff,17,4,1.0,1.5588887133550895
883cf2c659fffff,18,3,4.0,2.8089884390415976
883cf2c659fffff,19,2,3.0,4.001401025862515
883cf2c659fffff,20,4,2.0,2.092369958426831
883cf2c659fffff,21,3,4.0,3.505188734076357
883cf2c659fffff,22,2,3.0,2.430439659811444
883cf2c659fffff,23,1,2.0,2.8099842398801376
883cf2c65bfffff,1,2,1.0,2.016343321639584
883cf2c65bfffff,2,4,2.0,2.587526803648856
883cf2c65bfffff,3,2,4.0,3.746442361666709
883cf2c65bfffff,4,3,2.0,1.8395001227274532
883cf2c65bfffff,5,2,3.0,3.6767553462286076
883cf2c65bfffff,6,1,2.0,1.8390137418519552
883cf2c65bfffff,7,1,1.0,1.5820163008936619
883cf2c65bfffff,8,1,1.0,1.5867511892580282
883cf2c65bfffff,9,2,1.0,2.05258871986251
883cf2c65bfffff,10,1,2.0,2.301854345779299
883cf2c65bfffff,11,2,1.0,1.8432641783426655
883cf2c65bfffff,12,1,2.0,1.9754841942181303
883cf2c65bfffff,13,1,1.0,1.6011936831996763
883cf2c65bfffff,14,1,1.0,1.3230644458245828
883cf2c65bfffff,16,1,1.0,1.4481188156959135
883cf2c65bfffff,18,2,1.0,1.7360804898026472
883cf2c65bfffff,19,5,2.0,2.271181701606943
883cf2c65bfffff,20,2,5.0,3.782006356724409
883cf2c65bfffff,21,2,2.0,2.4207298880569628
883cf2c65bfffff,22,2,2.0,2.696833773006008
883cf2c65bfffff,23,2,2.0,2.8099842398801376
883cf2c65dfffff,1,5,1.0,2.016343321639584
883cf2c65dfffff,2,2,5.0,2.257747210306033
883cf2c65dfffff,3,4,2.0,2.3321357362291413
883cf2c65dfffff,4,4,4.0,3.7803419821700426
883cf2c65dfffff,5,1,4.0,2.5671681575856145
883cf2c65dfffff,6,1,1.0,1.8159445080693075
883cf2c65dfffff,7,5,1.0,1.5820163008936619
883cf2c65dfffff,8,4,5.0,4.444914151454803
883cf2c65dfffff,9,3,4.0,4.061840798149469
883cf2c65dfffff,10,1,3.0,2.08589334508064
883cf2c65dfffff,11,4,1.0,1.8432641783426655
883cf2c65dfffff,12,4,4.0,3.7900188239088886
883cf2c65dfffff,13,2,4.0,3.177365443900521
883cf2c65dfffff,14,3,2.0,2.5026994130701614
883cf2c65dfffff,15,7,3.0,3.2727864769650465
883cf2c65dfffff,17,1,7.0,6.008252952152813
883cf2c65dfffff,18,2,1.0,1.7360804898026472
883cf2c65dfffff,19,4,2.0,2.271181701606943
883cf2c65dfffff,20,6,4.0,4.0920772349090075
883cf2c65dfffff,21,6,6.0,4.211698932661345
883cf2c65dfffff,23,3,6.0,3.0974722222222226
883cf2c661fffff,1,3,2.0,2.711581784228843
883cf2c661fffff,2,6,3.0,3.137495470265734
883cf2c661fffff,3,3,6.0,3.6159426809001114
883cf2c661fffff,4,1,3.0,2.953727740020185
883cf2c661fffff,5,2,1.0,1.8333699196700737
883cf2c661fffff,6,1,2.0,1.8390137418519552
883cf2c661fffff,7,2,1.0,1.5820163008936619
883cf2c661fffff,8,4,2.0,1.7195193050681588
883cf2c661fffff,9,5,4.0,4.061840798149469
883cf2c661fffff,10,5,5.0,3.875461769585014
883cf2c661fffff,11,8,5.0,6.019775847738504
883cf2c661fffff,12,4,8.0,3.7956237925640095
883cf2c661fffff,13,4,4.0,3.177365443900521
883cf2c661fffff,15,2,4.0,3.105882634339343
883cf2c661fffff,16,4,2.0,2.4980290227074256
883cf2c661fffff,17,4,4.0,3.444753985341286
883cf2c661fffff,18,2,4.0,2.8089884390415976
883cf2c661fffff,19,1,2.0,2.271181701606943
883cf2c661fffff,20,2,1.0,1.6904704235561494
883cf2c661fffff,21,5,2.0,2.4207298880569628
883cf2c661fffff,22,7,5.0,5.4743006379585335
883cf2c661fffff,23,3,7.0,3.202218253968254
883cf2c663fffff,1,6,2.0,2.711581784228843
883cf2c663fffff,2,4,6.0,5.15816309937053
883cf2c663fffff,3,9,4.0,3.746442361666709
883cf2c663fffff,4,2,9.0,3.2561101031321624
883cf2c663fffff,5,2,2.0,2.9324598063707255
883cf2c663fffff,6,6,2.0,1.8390137418519552
883cf2c663fffff,7,5,6.0,3.6757156070159183
883cf2c663fffff,8,6,5.0,4.444914151454803
883cf2c663fffff,9,7,6.0,4.659049099800783
883cf2c663fffff,10,10,7.0,5.634566868581709
883cf2c663fffff,11,4,10.0,2.7716666666666665
883cf2c663fffff,12,7,4.0,3.7900188239088886
883cf2c663fffff,13,4,7.0,5.517873422264285
883cf2c663fffff,14,6,4.0,3.166743200726475
883cf2c663fffff,15,7,6.0,6.153156416865613
883cf2c663fffff,16,6,7.0,5.468139948054516
883cf2c663fffff,17,4,6.0,4.2438286645123515
883cf2c663fffff,18,3,4.0,2.8089884390415976
883cf2c663fffff,19,5,3.0,4.001401025862515
883cf2c663fffff,20,2,5.0,3.782006356724409
883cf2c663fffff,21,3,2.0,2.4207298880569628
883cf2c663fffff,22,5,3.0,2.430439659811444
883cf2c663fffff,23,8,5.0,5.395851925851926
883cf2c665fffff,1,1,3.0,3.395641414420886
883cf2c665fffff,3,5,1.0,2.1189142862763415
883cf2c665fffff,6,3,5.0,3.5379837685864857
883cf2c665fffff,8,3,3.0,3.418734485584541
883cf2c665fffff,9,1,3.0,2.643056563503087
883cf2c665fffff,10,1,1.0,1.620282373002724
883cf2c665fffff,11,1,1.0,1.8432641783426655
883cf2c665fffff,12,5,1.0,1.8874760274177234
883cf2c665fffff,13,1,5.0,3.7271640971154367
883cf2c665fffff,14,1,1.0,1.3230644458245828
883cf2c665fffff,15,2,1.0,1.814417963845606
883cf2c665fffff,16,2,2.0,2.4980290227074256
883cf2c665fffff,17,3,2.0,2.102539135797746
883cf2c665fffff,18,5,3.0,3.1996808067916374
883cf2c665fffff,19,1,5.0,2.960711976324554
883cf2c665fffff,20,3,1.0,1.6904704235561494
883cf2c665fffff,22,2,3.0,2.430439659811444
883cf2c665fffff,23,2,2.0,2.8099842398801376
883cf2c667fffff,1,2,2.0,2.711581784228843
883cf2c667fffff,2,3,2.0,2.587526803648856
883cf2c667fffff,3,4,3.0,3.1029635559425897
883cf2c667fffff,4,8,4.0,3.7803419821700426
883cf2c667fffff,5,4,8.0,3.55197616732253
883cf2c667fffff,6,5,4.0,3.9566167262957244
883cf2c667fffff,7,2,5.0,3.5133543751041514
883cf2c667fffff,8,3,2.0,1.7195193050681588
883cf2c667fffff,9,5,3.0,2.643056563503087
883cf2c667fffff,10,3,5.0,3.875461769585014
883cf2c667fffff,11,3,3.0,2.6305722336407706
883cf2c667fffff,12,5,3.0,3.66002592159274
883cf2c667fffff,13,3,5.0,3.7271640971154367
